churn,state,account length,area code,phone number,account (days),Age,Gender,Occupation,Joining date,Subsciption renewal date
FALSE,FL,144,415,376-4484,1008,27,Female,Retire,14/09/2015,13/09/2017
TRUE,NE,96,415,410-6791,672,72,Male,Retire,15/08/2016,15/08/2018
FALSE,ND,70,415,343-2392,490,54,Male,Senior Professional,13/02/2017,13/02/2019
FALSE,ME,149,408,408-4323,1043,18,Female,student,10/8/2015,9/8/2017
FALSE,IL,129,415,395-1718,903,29,Female,Sr Managers,28/12/2015,27/12/2017
FALSE,WA,166,408,354-9492,1162,29,Female,Retire,13/04/2015,12/4/2017
TRUE,MA,136,408,367-8168,952,22,Male,student,9/11/2015,8/11/2017
FALSE,KS,149,510,340-3500,1043,38,Female,Sr Managers,10/8/2015,9/8/2017
FALSE,RI,70,415,369-4962,490,27,Male,Middle Management,13/02/2017,13/02/2019
FALSE,MO,120,415,334-8967,840,47,Female,Middle Management,29/02/2016,28/02/2018
FALSE,IA,66,510,402-2377,462,23,Female,Middle Management,13/03/2017,13/03/2019
FALSE,WY,104,408,366-3917,728,26,Male,Sr Managers,20/06/2016,20/06/2018
FALSE,NV,160,415,333-3531,1120,47,Female,Middle Management,25/05/2015,24/05/2017
FALSE,WI,129,415,333-8954,903,48,Female,Middle Management,28/12/2015,27/12/2017
TRUE,AL,93,408,374-9203,651,46,Female,Middle Management,5/9/2016,5/9/2018
FALSE,HI,169,415,334-3289,1183,59,Female,Senior Professional,23/03/2015,22/03/2017
FALSE,MO,58,415,353-7822,406,62,Male,Retire,8/5/2017,8/5/2019
FALSE,CA,75,510,350-1422,525,49,Female,Middle Management,9/1/2017,9/1/2019
FALSE,MO,45,408,385-8406,315,40,Male,Sr Managers,7/8/2017,7/8/2019
FALSE,CT,155,510,380-7277,1085,42,Male,Sr Managers,29/06/2015,28/06/2017
FALSE,MD,52,415,352-1798,364,30,Male,Sr Managers,19/06/2017,19/06/2019
FALSE,OH,119,415,385-7922,833,19,Male,student,7/3/2016,7/3/2018
FALSE,NV,86,510,353-7730,602,55,Female,Senior Professional,24/10/2016,24/10/2018
FALSE,MD,42,408,337-7163,294,42,Male,Sr Managers,28/08/2017,28/08/2019
FALSE,NE,127,510,348-5567,889,71,Female,Retire,11/1/2016,10/1/2018
FALSE,OH,123,408,420-9575,861,63,Male,Retire,8/2/2016,7/2/2018
TRUE,MA,98,510,366-3358,686,64,Male,Retire,1/8/2016,1/8/2018
FALSE,OK,149,510,359-9972,1043,29,Female,Middle Management,10/8/2015,9/8/2017
FALSE,MA,160,408,387-3332,1120,37,Male,Senior Professional,25/05/2015,24/05/2017
FALSE,WA,103,415,354-6960,721,23,Female,Sr Managers,27/06/2016,27/06/2018
FALSE,HI,132,415,405-3335,924,38,Male,Retire,7/12/2015,6/12/2017
FALSE,CO,137,415,379-4257,959,62,Female,Retire,2/11/2015,1/11/2017
FALSE,FL,129,415,355-4992,903,57,Female,Senior Professional,28/12/2015,27/12/2017
FALSE,WI,62,415,383-6373,434,64,Female,Retire,10/4/2017,10/4/2019
FALSE,ID,122,510,382-7993,854,25,Female,student,15/02/2016,14/02/2018
FALSE,WY,32,408,422-5865,224,27,Male,Sr Managers,6/11/2017,6/11/2019
FALSE,GA,86,510,410-9961,602,73,Female,Retire,24/10/2016,24/10/2018
FALSE,FL,130,415,343-9946,910,42,Female,Sr Managers,21/12/2015,20/12/2017
FALSE,WY,42,408,357-7060,294,56,Male,Senior Professional,28/08/2017,28/08/2019
FALSE,DE,73,415,355-9541,511,68,Female,Retire,23/01/2017,23/01/2019
FALSE,ME,66,408,378-4145,462,30,Male,Senior Professional,13/03/2017,13/03/2019
FALSE,DC,103,510,386-2317,721,23,Male,Middle Management,27/06/2016,27/06/2018
FALSE,IA,128,408,335-8146,896,43,Female,Sr Managers,4/1/2016,3/1/2018
FALSE,CO,104,415,377-2235,728,62,Female,Retire,20/06/2016,20/06/2018
FALSE,MN,103,415,386-9141,721,36,Female,student,27/06/2016,27/06/2018
FALSE,VT,124,415,416-5623,868,56,Male,Senior Professional,1/2/2016,31/01/2018
FALSE,AZ,87,510,327-3053,609,66,Male,Retire,17/10/2016,17/10/2018
TRUE,LA,109,415,395-6195,763,39,Female,Senior Professional,16/05/2016,16/05/2018
FALSE,MO,167,415,397-8772,1169,58,Female,Senior Professional,6/4/2015,5/4/2017
TRUE,ME,97,510,346-7656,679,58,Male,Senior Professional,8/8/2016,8/8/2018
FALSE,MD,106,415,343-2350,742,74,Male,Retire,6/6/2016,6/6/2018
FALSE,VT,125,415,372-4722,875,60,Female,Retire,25/01/2016,24/01/2018
FALSE,DC,108,408,399-8615,756,42,Male,Sr Managers,23/05/2016,23/05/2018
FALSE,WY,125,415,379-8248,875,30,Male,Senior Professional,25/01/2016,24/01/2018
FALSE,VA,89,415,414-6219,623,67,Female,Retire,3/10/2016,3/10/2018
FALSE,VA,72,510,387-1343,504,24,Male,Middle Management,30/01/2017,30/01/2019
TRUE,CT,23,510,370-5527,161,50,Male,Middle Management,8/1/2018,8/1/2020
FALSE,HI,149,510,393-8736,1043,24,Male,student,10/8/2015,9/8/2017
FALSE,WI,73,415,402-7626,511,67,Male,Retire,23/01/2017,23/01/2019
TRUE,MD,61,415,370-2688,427,43,Female,Sr Managers,17/04/2017,17/04/2019
TRUE,WV,161,415,418-9036,1127,55,Male,Senior Professional,18/05/2015,17/05/2017
FALSE,VT,73,408,417-2035,511,67,Male,Retire,23/01/2017,23/01/2019
FALSE,UT,118,415,355-3602,826,18,Male,student,14/03/2016,14/03/2018
FALSE,CO,23,408,393-4027,161,54,Male,Senior Professional,8/1/2018,8/1/2020
FALSE,NC,127,415,418-5141,889,35,Male,Senior Professional,11/1/2016,10/1/2018
FALSE,NJ,42,415,406-1247,294,69,Male,Retire,28/08/2017,28/08/2019
TRUE,AR,118,415,402-3892,826,58,Male,Senior Professional,14/03/2016,14/03/2018
FALSE,IA,45,510,332-2965,315,68,Female,Retire,7/8/2017,7/8/2019
FALSE,GA,50,408,377-1218,350,70,Male,Retire,3/7/2017,3/7/2019
TRUE,MO,179,510,355-2464,1253,63,Female,Retire,12/1/2015,11/1/2017
FALSE,MO,152,408,404-4611,1064,44,Male,Sr Managers,20/07/2015,19/07/2017
FALSE,WY,105,415,373-2339,735,21,Male,student,13/06/2016,13/06/2018
FALSE,HI,72,415,410-3503,504,46,Male,Middle Management,30/01/2017,30/01/2019
FALSE,PA,52,408,410-4739,364,50,Female,Middle Management,19/06/2017,19/06/2019
FALSE,TX,125,415,365-3562,875,26,Male,Sr Managers,25/01/2016,24/01/2018
FALSE,VA,143,510,387-7641,1001,69,Male,Retire,21/09/2015,20/09/2017
FALSE,RI,65,415,385-9744,455,41,Female,Sr Managers,20/03/2017,20/03/2019
FALSE,WI,80,415,398-5006,560,60,Male,Retire,5/12/2016,5/12/2018
FALSE,MS,1,415,408-3977,7,32,Female,student,11/6/2018,10/6/2020
FALSE,KY,60,408,334-2729,420,39,Female,Senior Professional,24/04/2017,24/04/2019
FALSE,NC,43,415,334-7685,301,58,Female,Senior Professional,21/08/2017,21/08/2019
FALSE,NV,143,415,350-9228,1001,72,Male,Retire,21/09/2015,20/09/2017
FALSE,UT,81,415,407-5774,567,31,Male,Retire,28/11/2016,28/11/2018
FALSE,ME,205,510,413-4039,1435,41,Female,Sr Managers,14/07/2014,13/07/2016
FALSE,HI,24,415,343-2077,168,42,Male,Sr Managers,1/1/2018,1/1/2020
FALSE,OH,74,415,336-5661,518,19,Female,student,16/01/2017,16/01/2019
FALSE,WV,77,510,355-4143,539,49,Female,Middle Management,26/12/2016,26/12/2018
FALSE,OK,74,415,366-5918,518,37,Female,student,16/01/2017,16/01/2019
TRUE,KY,74,510,368-7555,518,65,Male,Retire,16/01/2017,16/01/2019
FALSE,AL,200,408,408-2119,1400,52,Male,Senior Professional,18/08/2014,17/08/2016
FALSE,MD,86,408,329-2789,602,64,Male,Retire,24/10/2016,24/10/2018
FALSE,NE,91,510,334-1508,637,50,Female,Middle Management,19/09/2016,19/09/2018
FALSE,DC,76,415,337-1506,532,59,Male,Senior Professional,2/1/2017,2/1/2019
FALSE,TX,130,415,396-8400,910,60,Female,Retire,21/12/2015,20/12/2017
FALSE,OH,56,408,349-2654,392,70,Female,Retire,22/05/2017,22/05/2019
FALSE,DE,117,415,417-2716,819,55,Female,Senior Professional,21/03/2016,21/03/2018
FALSE,IA,63,510,402-1725,441,73,Male,Retire,3/4/2017,3/4/2019
FALSE,VT,126,415,403-3229,882,44,Male,Sr Managers,18/01/2016,17/01/2018
FALSE,OR,132,510,353-6056,924,38,Female,Senior Professional,7/12/2015,6/12/2017
TRUE,NV,81,415,399-9802,567,49,Female,Middle Management,28/11/2016,28/11/2018
FALSE,NC,122,415,366-7069,854,59,Male,Senior Professional,15/02/2016,14/02/2018
TRUE,NJ,46,408,332-5949,322,43,Male,Sr Managers,31/07/2017,31/07/2019
FALSE,MN,150,415,393-6376,1050,63,Male,Retire,3/8/2015,2/8/2017
FALSE,ID,99,408,354-7025,693,61,Male,Retire,25/07/2016,25/07/2018
FALSE,AL,87,408,351-6585,609,67,Male,Retire,17/10/2016,17/10/2018
FALSE,AK,108,415,330-5462,756,27,Male,Senior Professional,23/05/2016,23/05/2018
FALSE,VT,101,415,407-2292,707,23,Male,Sr Managers,11/7/2016,11/7/2018
FALSE,PA,53,415,340-3011,371,58,Male,Senior Professional,12/6/2017,12/6/2019
FALSE,AK,132,415,345-9153,924,42,Male,Sr Managers,7/12/2015,6/12/2017
FALSE,CA,158,510,379-5503,1106,27,Male,Sr Managers,8/6/2015,7/6/2017
FALSE,MS,114,415,389-6790,798,54,Male,Senior Professional,11/4/2016,11/4/2018
FALSE,AR,77,415,408-3610,539,62,Female,Retire,26/12/2016,26/12/2018
FALSE,NV,144,415,375-8238,1008,21,Male,student,14/09/2015,13/09/2017
FALSE,AL,91,510,378-5633,637,65,Female,Retire,19/09/2016,19/09/2018
FALSE,GA,58,408,389-9120,406,50,Male,Middle Management,8/5/2017,8/5/2019
FALSE,AR,5,415,380-2758,35,23,Female,Middle Management,14/05/2018,13/05/2020
FALSE,MA,97,408,402-2728,679,26,Male,Senior Professional,8/8/2016,8/8/2018
FALSE,NJ,107,415,354-9062,749,63,Male,Retire,30/05/2016,30/05/2018
FALSE,MO,142,415,417-2054,994,62,Male,Retire,28/09/2015,27/09/2017
FALSE,NY,9,408,353-1941,63,63,Female,Retire,16/04/2018,15/04/2020
FALSE,AZ,73,415,328-1522,511,47,Female,Middle Management,23/01/2017,23/01/2019
TRUE,NJ,48,510,408-4529,336,49,Female,Middle Management,17/07/2017,17/07/2019
FALSE,WV,43,408,417-5320,301,50,Male,Middle Management,21/08/2017,21/08/2019
TRUE,NM,122,408,370-9755,854,59,Male,Senior Professional,15/02/2016,14/02/2018
FALSE,SC,93,415,372-4835,651,52,Female,Senior Professional,5/9/2016,5/9/2018
FALSE,VT,85,415,334-6605,595,56,Male,Senior Professional,31/10/2016,31/10/2018
FALSE,TN,59,415,399-5564,413,46,Male,Middle Management,1/5/2017,1/5/2019
FALSE,LA,87,415,392-2887,609,40,Female,Sr Managers,17/10/2016,17/10/2018
FALSE,OH,137,408,328-2110,959,69,Male,Retire,2/11/2015,1/11/2017
FALSE,OR,21,510,383-5976,147,47,Female,Middle Management,22/01/2018,22/01/2020
TRUE,DE,129,510,332-6181,903,30,Female,Sr Managers,28/12/2015,27/12/2017
FALSE,KY,104,415,330-5255,728,43,Female,Sr Managers,20/06/2016,20/06/2018
TRUE,GA,93,408,413-5190,651,27,Male,Sr Managers,5/9/2016,5/9/2018
TRUE,VT,63,415,394-7447,441,70,Male,Retire,3/4/2017,3/4/2019
FALSE,OR,161,415,353-7096,1127,67,Female,Retire,18/05/2015,17/05/2017
FALSE,TX,50,510,395-6002,350,73,Male,Retire,3/7/2017,3/7/2019
FALSE,MO,103,408,372-9816,721,58,Male,Senior Professional,27/06/2016,27/06/2018
FALSE,ND,84,415,400-7253,588,72,Male,Retire,7/11/2016,7/11/2018
FALSE,MN,92,510,344-7470,644,48,Male,Middle Management,12/9/2016,12/9/2018
FALSE,NV,77,415,378-8572,539,37,Male,Retire,26/12/2016,26/12/2018
TRUE,NY,64,415,345-9140,448,26,Female,Sr Managers,27/03/2017,27/03/2019
FALSE,FL,159,415,340-5460,1113,36,Male,Senior Professional,1/6/2015,31/05/2017
TRUE,KS,110,415,369-8024,770,72,Male,Retire,9/5/2016,9/5/2018
FALSE,NV,138,510,395-8595,966,49,Female,Middle Management,26/10/2015,25/10/2017
FALSE,NV,178,408,359-4587,1246,22,Female,student,19/01/2015,18/01/2017
FALSE,SC,38,415,375-5439,266,39,Female,Sr Managers,25/09/2017,25/09/2019
FALSE,MI,50,415,361-3779,350,58,Male,Senior Professional,3/7/2017,3/7/2019
FALSE,MI,45,510,375-8934,315,46,Female,Middle Management,7/8/2017,7/8/2019
FALSE,TN,70,510,395-4757,490,73,Female,Retire,13/02/2017,13/02/2019
FALSE,NY,147,510,421-7205,1029,36,Female,Senior Professional,24/08/2015,23/08/2017
FALSE,NV,94,510,379-8805,658,66,Female,Retire,29/08/2016,29/08/2018
FALSE,IL,179,510,348-2150,1253,25,Female,student,12/1/2015,11/1/2017
FALSE,MS,116,415,417-9128,812,47,Female,Middle Management,28/03/2016,28/03/2018
FALSE,ND,59,510,351-4226,413,68,Female,Retire,1/5/2017,1/5/2019
FALSE,NC,165,415,330-6630,1155,60,Male,Retire,20/04/2015,19/04/2017
TRUE,MI,133,408,387-9137,931,43,Male,Sr Managers,30/11/2015,29/11/2017
FALSE,TN,140,415,372-3987,980,38,Female,Senior Professional,12/10/2015,11/10/2017
FALSE,VT,93,408,408-5183,651,38,Male,Sr Managers,5/9/2016,5/9/2018
FALSE,OK,52,510,412-9357,364,53,Male,Senior Professional,19/06/2017,19/06/2019
FALSE,DE,64,415,402-3599,448,35,Female,Sr Managers,27/03/2017,27/03/2019
FALSE,ND,12,510,379-5211,84,61,Male,Retire,26/03/2018,25/03/2020
FALSE,OR,48,415,405-9217,336,33,Male,Sr Managers,17/07/2017,17/07/2019
FALSE,NY,181,408,340-9200,1267,27,Male,Senior Professional,29/12/2014,28/12/2016
FALSE,MO,168,415,339-9026,1176,63,Female,Retire,30/03/2015,29/03/2017
FALSE,FL,155,415,343-4772,1085,48,Male,Middle Management,29/06/2015,28/06/2017
FALSE,ND,105,510,345-2108,735,25,Male,student,13/06/2016,13/06/2018
FALSE,NY,11,415,401-4650,77,31,Female,Middle Management,2/4/2018,1/4/2020
FALSE,ND,182,415,400-3945,1274,54,Male,Senior Professional,22/12/2014,21/12/2016
FALSE,NY,104,415,338-3781,728,24,Male,Retire,20/06/2016,20/06/2018
FALSE,OH,102,415,342-6316,714,36,Female,Senior Professional,4/7/2016,4/7/2018
FALSE,AL,122,415,336-5920,854,22,Female,student,15/02/2016,14/02/2018
FALSE,SC,41,415,332-1060,287,75,Male,Retire,4/9/2017,4/9/2019
FALSE,GA,132,415,418-3426,924,44,Female,Sr Managers,7/12/2015,6/12/2017
TRUE,WY,76,415,408-6326,532,27,Female,student,2/1/2017,2/1/2019
FALSE,WV,13,415,334-6142,91,58,Female,Senior Professional,19/03/2018,18/03/2020
FALSE,HI,115,415,336-6128,805,57,Female,Senior Professional,4/4/2016,4/4/2018
FALSE,WV,67,408,406-6708,469,75,Female,Retire,6/3/2017,6/3/2019
FALSE,LA,154,510,388-8670,1078,20,Male,student,6/7/2015,5/7/2017
FALSE,AR,100,510,363-5853,700,23,Female,Senior Professional,18/07/2016,18/07/2018
FALSE,AK,146,510,383-6544,1022,69,Male,Retire,31/08/2015,30/08/2017
FALSE,DC,148,415,378-2940,1036,26,Female,Sr Managers,17/08/2015,16/08/2017
FALSE,AL,67,415,338-7683,469,34,Female,student,6/3/2017,6/3/2019
TRUE,UT,161,510,329-2786,1127,33,Female,student,18/05/2015,17/05/2017
FALSE,KS,70,415,369-9465,490,25,Male,student,13/02/2017,13/02/2019
FALSE,MN,116,510,337-3769,812,34,Female,Middle Management,28/03/2016,28/03/2018
TRUE,VA,99,415,400-6257,693,45,Male,Middle Management,25/07/2016,25/07/2018
FALSE,UT,87,415,411-6663,609,39,Male,Senior Professional,17/10/2016,17/10/2018
FALSE,IN,87,510,384-3101,609,29,Male,Middle Management,17/10/2016,17/10/2018
FALSE,CT,70,408,339-5329,490,70,Male,Retire,13/02/2017,13/02/2019
FALSE,DE,131,408,388-9944,917,19,Female,student,14/12/2015,13/12/2017
FALSE,VT,119,510,403-1769,833,21,Female,student,7/3/2016,7/3/2018
FALSE,MO,119,408,390-1612,833,35,Female,Middle Management,7/3/2016,7/3/2018
FALSE,RI,87,510,421-7214,609,47,Male,Middle Management,17/10/2016,17/10/2018
TRUE,CA,112,415,338-6962,784,18,Female,student,25/04/2016,25/04/2018
FALSE,RI,75,415,333-9826,525,56,Male,Senior Professional,9/1/2017,9/1/2019
FALSE,CT,150,510,411-8549,1050,32,Male,Middle Management,3/8/2015,2/8/2017
FALSE,IN,161,510,381-9234,1127,75,Male,Retire,18/05/2015,17/05/2017
FALSE,FL,91,510,387-9855,637,75,Female,Retire,19/09/2016,19/09/2018
FALSE,KS,124,415,371-6990,868,32,Male,Retire,1/2/2016,31/01/2018
FALSE,NY,94,510,417-3046,658,54,Female,Senior Professional,29/08/2016,29/08/2018
FALSE,TX,217,408,385-7082,1519,67,Female,Retire,21/04/2014,20/04/2016
FALSE,RI,158,510,365-5886,1106,48,Female,Middle Management,8/6/2015,7/6/2017
FALSE,NV,102,415,373-5196,714,70,Female,Retire,4/7/2016,4/7/2018
FALSE,UT,85,510,327-6194,595,34,Female,Middle Management,31/10/2016,31/10/2018
FALSE,OK,79,510,381-4565,553,43,Male,Sr Managers,12/12/2016,12/12/2018
FALSE,MN,139,510,357-9832,973,71,Male,Retire,19/10/2015,18/10/2017
FALSE,NC,103,415,396-4845,721,74,Female,Retire,27/06/2016,27/06/2018
FALSE,OR,98,415,378-6772,686,25,Female,Middle Management,1/8/2016,1/8/2018
FALSE,NH,78,408,353-4296,546,57,Male,Senior Professional,19/12/2016,19/12/2018
FALSE,AK,50,408,362-8331,350,43,Female,Sr Managers,3/7/2017,3/7/2019
FALSE,OR,161,415,362-4685,1127,21,Female,student,18/05/2015,17/05/2017
FALSE,KS,67,408,383-1431,469,32,Female,Senior Professional,6/3/2017,6/3/2019
FALSE,WV,86,415,332-2258,602,74,Male,Retire,24/10/2016,24/10/2018
FALSE,GA,92,510,375-8304,644,52,Male,Senior Professional,12/9/2016,12/9/2018
FALSE,NM,174,415,340-5580,1218,60,Male,Retire,16/02/2015,15/02/2017
FALSE,OH,124,510,362-1490,868,51,Female,Middle Management,1/2/2016,31/01/2018
FALSE,ND,132,415,336-4281,924,43,Female,Sr Managers,7/12/2015,6/12/2017
FALSE,RI,190,415,361-1315,1330,24,Female,Sr Managers,27/10/2014,26/10/2016
FALSE,HI,101,510,342-5906,707,65,Male,Retire,11/7/2016,11/7/2018
FALSE,WY,185,415,405-7904,1295,27,Male,Middle Management,1/12/2014,30/11/2016
FALSE,NY,68,415,349-4762,476,34,Male,Middle Management,27/02/2017,27/02/2019
FALSE,KS,117,510,385-3263,819,34,Male,student,21/03/2016,21/03/2018
FALSE,LA,118,408,405-9496,826,58,Male,Senior Professional,14/03/2016,14/03/2018
FALSE,PA,124,415,396-6775,868,73,Female,Retire,1/2/2016,31/01/2018
FALSE,NV,22,510,393-6475,154,42,Male,Sr Managers,15/01/2018,15/01/2020
FALSE,MN,75,415,379-7779,525,30,Male,Senior Professional,9/1/2017,9/1/2019
FALSE,PA,134,408,408-8650,938,73,Male,Retire,23/11/2015,22/11/2017
FALSE,MO,164,408,400-3497,1148,41,Male,Sr Managers,27/04/2015,26/04/2017
FALSE,NY,44,510,407-9244,308,22,Female,student,14/08/2017,14/08/2019
FALSE,ME,177,415,406-8809,1239,38,Male,Middle Management,26/01/2015,25/01/2017
FALSE,NH,110,408,358-1778,770,28,Female,student,9/5/2016,9/5/2018
FALSE,WY,53,415,337-4339,371,45,Male,Middle Management,12/6/2017,12/6/2019
TRUE,NY,108,415,344-7197,756,52,Female,Senior Professional,23/05/2016,23/05/2018
TRUE,ME,80,408,333-7631,560,49,Male,Middle Management,5/12/2016,5/12/2018
FALSE,MN,158,408,372-6623,1106,34,Female,Sr Managers,8/6/2015,7/6/2017
FALSE,OH,114,415,363-2602,798,24,Male,student,11/4/2016,11/4/2018
FALSE,NC,64,408,387-7757,448,38,Male,student,27/03/2017,27/03/2019
FALSE,SD,88,415,397-5381,616,57,Male,Senior Professional,10/10/2016,10/10/2018
FALSE,UT,82,510,406-4604,574,63,Male,Retire,21/11/2016,21/11/2018
FALSE,KY,111,415,376-9513,777,36,Male,Senior Professional,2/5/2016,2/5/2018
FALSE,MT,60,408,360-1852,420,66,Male,Retire,24/04/2017,24/04/2019
FALSE,NJ,113,408,421-7270,791,31,Male,Middle Management,18/04/2016,18/04/2018
FALSE,FL,109,408,371-9482,763,24,Male,Senior Professional,16/05/2016,16/05/2018
FALSE,IN,105,510,337-4101,735,47,Female,Middle Management,13/06/2016,13/06/2018
FALSE,DE,85,510,420-2796,595,74,Female,Retire,31/10/2016,31/10/2018
FALSE,AL,131,510,366-4225,917,64,Male,Retire,14/12/2015,13/12/2017
FALSE,ME,59,510,398-4567,413,71,Male,Retire,1/5/2017,1/5/2019
FALSE,SD,148,408,388-4571,1036,67,Male,Retire,17/08/2015,16/08/2017
FALSE,VA,210,408,360-8666,1470,56,Female,Senior Professional,9/6/2014,8/6/2016
FALSE,AK,115,415,333-3704,805,36,Male,Senior Professional,4/4/2016,4/4/2018
FALSE,ID,106,510,383-2566,742,45,Male,Middle Management,6/6/2016,6/6/2018
FALSE,RI,93,415,406-5584,651,24,Male,student,5/9/2016,5/9/2018
FALSE,KY,57,415,344-4691,399,26,Female,Sr Managers,15/05/2017,15/05/2019
FALSE,ND,98,510,347-9737,686,34,Male,Retire,1/8/2016,1/8/2018
FALSE,HI,157,415,333-7961,1099,55,Male,Senior Professional,15/06/2015,14/06/2017
FALSE,WI,116,415,364-2439,812,45,Male,Middle Management,28/03/2016,28/03/2018
FALSE,WV,30,510,411-8043,210,61,Male,Retire,20/11/2017,20/11/2019
TRUE,NJ,111,510,332-5084,777,36,Female,Senior Professional,2/5/2016,2/5/2018
FALSE,KS,52,415,413-4831,364,39,Male,student,19/06/2017,19/06/2019
FALSE,AL,72,415,343-4806,504,22,Male,student,30/01/2017,30/01/2019
TRUE,NJ,135,510,401-8735,945,60,Male,Retire,16/11/2015,15/11/2017
FALSE,NC,86,510,391-8626,602,22,Female,student,24/10/2016,24/10/2018
FALSE,DE,98,415,327-5817,686,48,Female,Middle Management,1/8/2016,1/8/2018
FALSE,WY,151,510,381-4712,1057,23,Male,Retire,27/07/2015,26/07/2017
FALSE,ID,118,415,335-3320,826,52,Male,Senior Professional,14/03/2016,14/03/2018
FALSE,NY,117,415,415-8780,819,71,Male,Retire,21/03/2016,21/03/2018
FALSE,MO,55,510,362-1146,385,40,Female,Sr Managers,29/05/2017,29/05/2019
FALSE,ID,82,408,352-7413,574,64,Female,Retire,21/11/2016,21/11/2018
FALSE,IA,152,415,387-6716,1064,60,Male,Retire,20/07/2015,19/07/2017
FALSE,TN,108,408,352-1127,756,58,Male,Senior Professional,23/05/2016,23/05/2018
TRUE,OH,98,408,368-1288,686,65,Male,Retire,1/8/2016,1/8/2018
FALSE,IL,130,415,403-5279,910,60,Female,Retire,21/12/2015,20/12/2017
FALSE,FL,136,408,397-9333,952,24,Female,Sr Managers,9/11/2015,8/11/2017
FALSE,MA,47,415,411-7353,329,45,Male,Middle Management,24/07/2017,24/07/2019
FALSE,OK,189,415,383-2537,1323,33,Male,Middle Management,3/11/2014,2/11/2016
FALSE,KY,107,415,330-4419,749,30,Female,Senior Professional,30/05/2016,30/05/2018
TRUE,MI,91,415,390-7930,637,63,Male,Retire,19/09/2016,19/09/2018
TRUE,NE,159,415,362-5111,1113,48,Male,Middle Management,1/6/2015,31/05/2017
FALSE,VA,11,408,358-6796,77,44,Male,Sr Managers,2/4/2018,1/4/2020
FALSE,NY,167,415,409-7494,1169,48,Male,Middle Management,6/4/2015,5/4/2017
FALSE,MT,111,408,400-1636,777,20,Female,student,2/5/2016,2/5/2018
FALSE,VT,99,408,389-2747,693,73,Male,Retire,25/07/2016,25/07/2018
FALSE,KS,159,415,415-2176,1113,40,Female,Sr Managers,1/6/2015,31/05/2017
FALSE,VA,114,415,377-8067,798,39,Male,Middle Management,11/4/2016,11/4/2018
FALSE,AL,71,415,362-7835,497,45,Male,Middle Management,6/2/2017,6/2/2019
FALSE,PA,122,415,361-5225,854,66,Male,Retire,15/02/2016,14/02/2018
FALSE,AL,100,408,333-3447,700,69,Male,Retire,18/07/2016,18/07/2018
FALSE,WV,83,415,341-3044,581,49,Female,Middle Management,14/11/2016,14/11/2018
TRUE,NV,64,408,350-7306,448,57,Male,Senior Professional,27/03/2017,27/03/2019
FALSE,TN,105,408,353-8849,735,35,Male,Senior Professional,13/06/2016,13/06/2018
FALSE,ID,144,415,402-3476,1008,31,Female,Retire,14/09/2015,13/09/2017
TRUE,WY,106,415,338-6018,742,41,Female,Sr Managers,6/6/2016,6/6/2018
FALSE,TX,19,510,409-3520,133,36,Male,Retire,5/2/2018,5/2/2020
FALSE,MA,46,408,357-1085,322,24,Female,Retire,31/07/2017,31/07/2019
FALSE,IL,127,510,353-3285,889,75,Female,Retire,11/1/2016,10/1/2018
FALSE,LA,9,415,409-9885,63,25,Female,Middle Management,16/04/2018,15/04/2020
FALSE,CO,157,415,388-7701,1099,54,Female,Senior Professional,15/06/2015,14/06/2017
TRUE,UT,105,415,385-8184,735,18,Female,student,13/06/2016,13/06/2018
FALSE,MI,105,415,345-2863,735,46,Male,Middle Management,13/06/2016,13/06/2018
FALSE,NH,155,408,353-6300,1085,71,Female,Retire,29/06/2015,28/06/2017
FALSE,ID,31,415,389-5649,217,18,Female,student,13/11/2017,13/11/2019
FALSE,WA,161,415,378-8137,1127,72,Male,Retire,18/05/2015,17/05/2017
FALSE,MN,95,408,340-4627,665,74,Male,Retire,22/08/2016,22/08/2018
FALSE,NY,122,415,352-6833,854,50,Female,Middle Management,15/02/2016,14/02/2018
FALSE,MD,37,415,420-2000,259,31,Female,Senior Professional,2/10/2017,2/10/2019
TRUE,GA,132,415,368-5437,924,74,Male,Retire,7/12/2015,6/12/2017
FALSE,HI,119,408,418-8170,833,18,Female,student,7/3/2016,7/3/2018
FALSE,AL,16,408,403-9417,112,72,Female,Retire,26/02/2018,26/02/2020
FALSE,CT,99,408,330-6165,693,39,Female,Sr Managers,25/07/2016,25/07/2018
FALSE,CO,76,408,412-4185,532,60,Male,Retire,2/1/2017,2/1/2019
TRUE,KS,167,415,409-4734,1169,53,Male,Senior Professional,6/4/2015,5/4/2017
FALSE,NJ,129,415,348-9828,903,64,Female,Retire,28/12/2015,27/12/2017
FALSE,FL,116,408,418-8850,812,30,Female,Senior Professional,28/03/2016,28/03/2018
FALSE,CA,60,415,330-8351,420,21,Male,student,24/04/2017,24/04/2019
FALSE,KS,128,415,347-7773,896,44,Female,Sr Managers,4/1/2016,3/1/2018
FALSE,TX,47,408,392-6841,329,62,Female,Retire,24/07/2017,24/07/2019
FALSE,MN,40,510,354-2189,280,37,Female,Middle Management,11/9/2017,11/9/2019
FALSE,AK,173,510,349-9060,1211,45,Female,Middle Management,23/02/2015,22/02/2017
FALSE,OR,157,510,334-1311,1099,18,Male,student,15/06/2015,14/06/2017
FALSE,MS,66,408,415-3120,462,22,Female,student,13/03/2017,13/03/2019
FALSE,VT,50,415,387-5891,350,46,Female,Middle Management,3/7/2017,3/7/2019
