churn,state,account length,area code,phone number,account (days),Age,Gender,Occupation,Joining date,Subsciption renewal date,international plan,voice mail plan,%call drops,%Packet_drops,number vmail messages,total day minutes,total day calls,total eve minutes,total eve calls,total night minutes,total night calls,total intl minutes,total intl calls,total day charge,total eve charge,total night charge,total intl charge,ARPU,customer service calls,Number of complaint raised,Time for resolution,payment_made_but_order_not_placed_and_amount_is_deducted_from_my_bank_account,Billing_issue,Calls_are_not_going,drop_calls,No_internet_connection,order,payment_refund,recharge_offer_service_fraud,Slow_network_coverage,uninformed___unsubscribed_weekly_amount_deduction,signalstrength_4g,signalstrength_3g,Duration of good signal strength% ,Duration of bad Signal strength %
FALSE,OR,149,415,332-9460,1043,71,Female,Retire,10/8/2015,9/8/2017,yes,no,0.009,0.009,0,176.2,87,145,81,249.5,92,5.7,4,29.95,12.33,11.23,1.54,55.05,0,0,0,0,0,0,0,0,0,0,0,0,0,-77,-64,0.998,0.002
FALSE,IN,117,415,355-6531,819,53,Female,Senior Professional,21/03/2016,21/03/2018,yes,yes,0.013,0.009,22,196,82,322.7,82,225.6,120,3.7,5,33.32,27.43,10.15,1,71.9,1,1,12,0,0,0,0,0,0,1,0,0,0,-89,-83,0.992,0.008
FALSE,OH,84,408,336-9390,588,27,Male,Senior Professional,7/11/2016,7/11/2018,no,no,0.007,0.014,0,159.5,125,247.1,90,187.9,82,7.2,4,27.12,21,8.46,1.94,58.52,2,1,23,0,0,0,0,0,0,0,0,0,1,-88,-77,0.938,0.062
FALSE,KS,137,415,346-8581,959,57,Female,Senior Professional,2/11/2015,1/11/2017,no,no,0.006,0.007,0,230.2,113,220.4,79,204.7,111,10.7,7,39.13,18.73,9.21,2.89,69.96,4,3,68,0,0,0,1,1,0,0,0,0,1,-87,-74,0.947,0.053
FALSE,CT,99,415,363-8824,693,67,Female,Retire,25/07/2016,25/07/2018,no,no,0.011,0.01,0,146.7,64,274,99,321.3,98,8.9,1,24.94,23.29,14.46,2.4,65.09,3,1,18,0,0,0,0,0,0,0,0,1,0,-86,-78,0.999,0.001
FALSE,NH,54,510,353-3351,378,70,Male,Retire,5/6/2017,5/6/2019,no,no,0,0.01,0,210.5,102,204.5,83,127.8,53,8.5,5,35.79,17.38,5.75,2.3,61.22,1,1,9,0,0,0,0,1,0,0,0,0,0,-91,-77,0.959,0.041
FALSE,WI,85,415,360-4320,595,47,Male,Middle Management,31/10/2016,31/10/2018,no,no,0.008,0.001,0,102,95,270.2,139,148.2,105,10.7,3,17.34,22.97,6.67,2.89,49.87,1,1,14,1,0,0,0,0,0,0,0,0,0,-70,-56,0.998,0.002
FALSE,MS,150,510,417-6252,1050,31,Female,Senior Professional,3/8/2015,2/8/2017,no,no,0.003,0.014,0,126,99,238.5,73,285.1,100,10.2,6,21.42,20.27,12.83,2.75,57.27,3,1,10,0,0,0,0,0,1,0,0,0,0,-66,-51,0.936,0.064
FALSE,WV,43,415,393-4949,301,66,Male,Retire,21/08/2017,21/08/2019,no,no,0.017,0.01,0,168.4,125,243.8,89,214.7,102,11.1,2,28.63,20.72,9.66,3,62.01,1,1,13,0,1,0,0,0,0,0,0,0,0,-69,-59,0.982,0.018
FALSE,MA,35,415,401-3156,245,20,Male,student,16/10/2017,16/10/2019,no,no,0.012,0.001,0,105.6,129,258.2,129,213.1,77,8.7,3,17.95,21.95,9.59,2.35,51.84,0,0,0,0,0,0,0,0,0,0,0,0,0,-93,-79,0.938,0.062
FALSE,MD,98,415,338-6283,686,25,Male,student,1/8/2016,1/8/2018,no,no,0.01,0.006,0,206.5,92,176.2,152,232.8,115,12.4,5,35.11,14.98,10.48,3.35,63.92,5,2,36,0,0,1,1,0,0,0,0,0,0,-82,-85,0.945,0.055
FALSE,PA,112,510,352-9017,784,67,Female,Retire,25/04/2016,25/04/2018,no,no,0.013,0.002,0,217.1,76,205.2,100,185.7,91,9.4,3,36.91,17.44,8.36,2.54,65.25,2,1,5,0,0,0,0,0,1,0,0,0,0,-68,-56,0.976,0.024
TRUE,WI,16,510,405-5305,112,48,Male,Middle Management,26/02/2018,26/02/2020,no,no,0.06,0.018,0,229.6,78,205.7,108,166.2,91,10.8,2,39.03,17.48,7.48,2.92,66.91,0,0,0,0,0,0,0,0,0,0,0,0,0,-107,-96,0.93,0.07
FALSE,TN,98,415,376-9249,686,32,Male,student,1/8/2016,1/8/2018,no,yes,0.016,0.016,22,278.3,89,93.4,143,107.6,42,9.7,5,47.31,7.94,4.84,2.62,62.71,0,0,0,0,0,0,0,0,0,0,0,0,0,-71,-54,0.974,0.026
FALSE,TX,84,408,339-7139,588,30,Female,Middle Management,7/11/2016,7/11/2018,no,no,0.012,0.015,0,138.6,102,199,93,204.1,137,7.8,4,23.56,16.92,9.18,2.11,51.77,0,0,0,0,0,0,0,0,0,0,0,0,0,-79,-66,0.93,0.07
TRUE,OR,94,415,328-6011,658,66,Male,Retire,29/08/2016,29/08/2018,no,no,0.06,0.02,0,234.4,103,279.3,109,234.2,121,2,2,39.85,23.74,10.54,0.54,74.67,1,1,1,1,0,0,0,0,0,0,0,0,0,-101,-87,0.879,0.121
FALSE,IL,84,510,378-1303,588,27,Male,Middle Management,7/11/2016,7/11/2018,no,no,0.014,0.008,0,181.5,129,130.7,112,186.5,118,8.5,4,30.86,11.11,8.39,2.3,52.66,1,1,5,0,0,0,1,0,0,0,0,0,0,-94,-82,0.971,0.029
TRUE,DC,66,415,402-5155,462,61,Female,Retire,13/03/2017,13/03/2019,no,no,0.034,0.032,0,167.3,91,230,68,191.7,118,10.6,5,28.44,19.55,8.63,2.86,59.48,1,1,17,0,0,0,0,0,1,0,0,0,0,-103,-88,0.907,0.093
FALSE,GA,98,415,333-5430,686,62,Female,Retire,1/8/2016,1/8/2018,no,yes,0.008,0.016,31,121,105,218.9,98,226.7,110,12,1,20.57,18.61,10.2,3.24,52.62,1,1,18,0,1,0,0,0,0,0,0,0,0,-88,-82,0.991,0.009
FALSE,ID,74,415,365-9696,518,29,Male,Sr Managers,16/01/2017,16/01/2019,no,no,0.002,0.01,0,221.1,124,110.8,94,240.1,112,10.6,3,37.59,9.42,10.8,2.86,60.67,0,0,0,0,0,0,0,0,0,0,0,0,0,-87,-79,0.969,0.031
FALSE,UT,96,408,410-4023,672,45,Male,Middle Management,15/08/2016,15/08/2018,no,yes,0.013,0.006,26,145.8,108,192.2,89,165.1,96,9.9,2,24.79,16.34,7.43,2.67,51.23,1,1,10,0,0,0,0,0,0,0,0,0,1,-69,-55,0.967,0.033
FALSE,KY,119,510,411-7649,833,35,Male,Sr Managers,7/3/2016,7/3/2018,no,no,0.014,0.015,0,222.8,122,163.2,107,160.6,112,11.2,6,37.88,13.87,7.23,3.02,62,1,1,16,0,0,0,1,0,0,0,0,0,0,-69,-55,0.948,0.052
FALSE,OH,73,415,338-4065,511,31,Male,Retire,23/01/2017,23/01/2019,no,no,0.01,0.004,0,183.4,80,242,115,201.4,100,7.5,3,31.18,20.57,9.06,2.03,62.84,4,3,111,1,0,0,0,0,2,0,0,0,0,-69,-55,0.987,0.013
FALSE,WI,92,415,421-9401,644,32,Female,Sr Managers,12/9/2016,12/9/2018,yes,no,0.014,0.001,0,264.3,91,160.9,115,198.6,73,9.3,5,44.93,13.68,8.94,2.51,70.06,0,0,0,0,0,0,0,0,0,0,0,0,0,-69,-55,0.925,0.075
FALSE,IL,21,415,343-9658,147,54,Male,Senior Professional,22/01/2018,22/01/2020,no,no,0.011,0.007,0,146,78,109.7,79,247.4,108,6.8,7,24.82,9.32,11.13,1.84,47.11,0,0,0,0,0,0,0,0,0,0,0,0,0,-74,-61,0.962,0.038
TRUE,DE,122,510,332-5521,854,71,Male,Retire,15/02/2016,14/02/2018,no,no,0.061,0.024,0,157.1,134,184.9,122,197.2,59,8.5,5,26.71,15.72,8.87,2.3,53.6,4,1,20,0,1,0,0,0,0,0,0,0,0,-105,-94,0.832,0.168
FALSE,RI,133,510,349-4369,931,44,Female,Sr Managers,30/11/2015,29/11/2017,yes,no,0.014,0.005,0,127.3,108,251.3,81,135,88,10.3,3,21.64,21.36,6.08,2.78,51.86,1,1,12,0,0,0,1,0,0,0,0,0,0,-74,-61,0.941,0.059
FALSE,TX,145,415,351-4288,1015,50,Female,Middle Management,7/9/2015,6/9/2017,no,no,0.004,0.011,0,187.9,110,197,117,167,108,4.8,4,31.94,16.75,7.52,1.3,57.51,2,1,22,0,0,0,1,0,0,0,0,0,0,-74,-61,0.973,0.027
FALSE,OR,25,408,422-5874,175,21,Male,student,25/12/2017,25/12/2019,no,no,0,0.004,0,178.8,90,141.2,72,203,99,8.4,5,30.4,12,9.14,2.27,53.81,2,0,0,0,0,0,0,0,0,0,0,0,0,-74,-61,0.979,0.021
FALSE,NV,64,415,396-2324,448,44,Female,Sr Managers,27/03/2017,27/03/2019,no,no,0.009,0.014,0,97.2,80,186.2,90,189,92,10.4,6,16.52,15.83,8.5,2.81,43.66,2,0,0,0,0,0,0,0,0,0,0,0,0,-69,-55,0.922,0.078
FALSE,NE,85,415,416-5662,595,47,Female,Middle Management,31/10/2016,31/10/2018,no,no,0.007,0.007,0,259.8,85,242.3,117,168.8,72,5.4,1,44.17,20.6,7.6,1.46,73.83,0,0,0,0,0,0,0,0,0,0,0,0,0,-88,-74,0.97,0.03
FALSE,MS,126,415,363-9663,882,25,Female,Middle Management,18/01/2016,17/01/2018,no,no,0.019,0,0,256.5,112,199.5,90,188.3,122,7,5,43.61,16.96,8.47,1.89,70.93,3,2,53,0,1,0,0,0,0,0,1,0,0,-93,-84,0.969,0.031
FALSE,OR,76,415,410-9477,532,60,Male,Retire,2/1/2017,2/1/2019,no,no,0.012,0,0,169.5,77,124,87,219.4,92,10,3,28.82,10.54,9.87,2.7,51.93,0,0,0,0,0,0,0,0,0,0,0,0,0,-64,-52,0.942,0.058
TRUE,DE,113,415,352-4418,791,26,Male,student,18/04/2016,18/04/2018,no,no,0.051,0.032,0,239.7,47,282.9,110,238.4,88,8.7,3,40.75,24.05,10.73,2.35,77.88,2,1,22,0,0,1,0,0,0,0,0,0,0,-104,-90,0.957,0.043
TRUE,DE,224,510,361-6563,1568,56,Male,Senior Professional,3/3/2014,2/3/2016,yes,no,0.043,0.014,0,171.5,99,160,103,212.4,102,5,2,29.16,13.6,9.56,1.35,53.67,1,1,19,0,0,0,0,0,1,0,0,0,0,-109,-95,0.83,0.17
FALSE,AZ,117,408,417-4404,819,41,Male,Sr Managers,21/03/2016,21/03/2018,no,no,0.011,0.005,0,239.9,84,174.8,106,209.5,93,9.8,2,40.78,14.86,9.43,2.65,67.72,0,0,0,0,0,0,0,0,0,0,0,0,0,-95,-83,0.986,0.014
FALSE,SD,128,408,372-8048,896,59,Male,Senior Professional,4/1/2016,3/1/2018,no,yes,0.018,0.004,34,142.3,73,194.8,79,239.3,81,16,6,24.19,16.56,10.77,4.32,55.84,1,1,10,0,0,0,0,0,0,0,0,0,1,-77,-64,0.98,0.02
FALSE,NV,115,415,356-3646,805,48,Female,Middle Management,4/4/2016,4/4/2018,no,no,0.011,0.005,0,184.1,98,327,73,212.5,106,7.5,6,31.3,27.8,9.56,2.03,70.69,2,0,0,0,0,0,0,0,0,0,0,0,0,-79,-67,0.943,0.057
FALSE,NM,141,415,351-9604,987,42,Female,Sr Managers,5/10/2015,4/10/2017,no,yes,0.012,0.014,28,206.9,126,264.4,126,171.8,124,9.3,11,35.17,22.47,7.73,2.51,67.88,2,2,46,0,0,0,0,1,0,0,1,0,0,-87,-77,0.928,0.072
FALSE,MN,51,510,355-9581,357,51,Male,Middle Management,26/06/2017,26/06/2019,no,no,0.001,0.005,0,259.9,114,176.2,94,77.2,112,15.3,1,44.18,14.98,3.47,4.13,66.76,1,1,12,0,0,0,0,0,1,0,0,0,0,-91,-79,0.931,0.069
FALSE,NJ,100,415,396-5189,700,39,Female,student,18/07/2016,18/07/2018,no,no,0.01,0.009,0,203.8,122,283.1,76,197.3,83,12.5,3,34.65,24.06,8.88,3.38,70.97,0,0,0,0,0,0,0,0,0,0,0,0,0,-89,-76,0.994,0.006
FALSE,IN,96,415,356-9187,672,53,Female,Senior Professional,15/08/2016,15/08/2018,no,yes,0.003,0.01,45,248.8,124,140.3,77,263.6,102,10.3,2,42.3,11.93,11.86,2.78,68.87,3,1,17,0,0,0,0,0,0,0,0,0,1,-85,-70,0.95,0.05
FALSE,DC,112,415,394-5537,784,70,Male,Retire,25/04/2016,25/04/2018,no,yes,0.012,0.01,16,221.6,110,130.2,123,200,108,11.3,3,37.67,11.07,9,3.05,60.79,1,1,6,0,0,0,0,1,0,0,0,0,0,-72,-52,0.95,0.05
FALSE,MA,129,510,408-2712,903,28,Female,student,28/12/2015,27/12/2017,yes,no,0.009,0,0,192.9,131,185.5,101,205.2,130,10.9,4,32.79,15.77,9.23,2.94,60.73,1,1,10,0,0,0,0,0,1,0,0,0,0,-66,-56,0.95,0.05
FALSE,ME,163,415,404-4486,1141,69,Male,Retire,4/5/2015,3/5/2017,no,no,0.015,0.007,0,122.4,129,113.4,108,180.2,97,12.5,7,20.81,9.64,8.11,3.38,41.94,1,1,10,1,0,0,0,0,0,0,0,0,0,-88,-75,0.936,0.064
FALSE,NH,67,415,355-1113,469,48,Female,Middle Management,6/3/2017,6/3/2019,no,yes,0.011,0.01,40,104.9,65,216.3,93,217.4,128,9.6,9,17.83,18.39,9.78,2.59,48.59,1,1,23,0,0,0,0,1,0,0,0,0,0,-95,-82,0.926,0.074
FALSE,AZ,140,408,411-4674,980,74,Female,Retire,12/10/2015,11/10/2017,no,no,0.018,0.016,0,173.2,91,196.8,106,209.3,128,11.2,5,29.44,16.73,9.42,3.02,58.61,3,2,43,0,0,0,0,1,0,0,0,0,1,-52,-62,0.957,0.043
FALSE,OR,49,510,376-4519,343,41,Male,Sr Managers,10/7/2017,10/7/2019,no,no,0.01,0.002,0,119.4,69,273.3,92,214.4,153,12.4,7,20.3,23.23,9.65,3.35,56.53,2,1,24,0,0,0,0,0,0,0,1,0,0,-67,-57,0.959,0.041
TRUE,KS,46,510,365-5979,322,55,Female,Senior Professional,31/07/2017,31/07/2019,no,no,0.056,0.035,0,250.3,100,260.6,90,195,104,13.3,2,42.55,22.15,8.78,3.59,77.07,2,1,21,0,0,0,0,0,0,1,0,0,0,-107,-96,0.977,0.023
FALSE,NE,148,415,382-2879,1036,47,Female,Middle Management,17/08/2015,16/08/2017,no,no,0.009,0,0,178.3,98,282.6,110,181,98,11.4,4,30.31,24.02,8.15,3.08,65.56,1,1,17,0,0,0,0,0,0,1,0,0,0,-78,-60,0.957,0.043
FALSE,MI,112,510,420-1383,784,52,Female,Senior Professional,25/04/2016,25/04/2018,no,no,0.015,0.005,0,243.4,77,182.1,97,259.2,94,12.8,2,41.38,15.48,11.66,3.46,71.98,1,1,19,0,0,0,0,0,1,0,0,0,0,-83,-73,0.991,0.009
FALSE,SC,78,415,411-7390,546,38,Male,student,19/12/2016,19/12/2018,no,no,0.019,0.003,0,155,106,175.3,101,155.6,125,11.8,5,26.35,14.9,7,3.19,51.44,2,0,0,0,0,0,0,0,0,0,0,0,0,-83,-73,0.973,0.027
FALSE,PA,61,408,383-8848,427,29,Female,Sr Managers,17/04/2017,17/04/2019,no,yes,0.01,0.006,31,288.7,101,203.8,102,203.2,49,8.6,3,49.08,17.32,9.14,2.32,77.86,0,0,0,0,0,0,0,0,0,0,0,0,0,-83,-73,0.966,0.034
FALSE,MT,58,510,387-9301,406,48,Male,Middle Management,8/5/2017,8/5/2019,no,yes,0,0.014,29,240.4,80,118.9,91,164.2,108,11.2,3,40.87,10.11,7.39,3.02,61.39,1,1,11,0,0,1,0,0,0,0,0,0,0,-89,-81,0.986,0.014
FALSE,NM,155,415,399-3164,1085,61,Male,Retire,29/06/2015,28/06/2017,no,no,0.001,0.004,0,190.3,123,301.3,96,214.6,134,8,3,32.35,25.61,9.66,2.16,69.78,1,1,10,1,0,0,0,0,0,0,0,0,0,-89,-81,0.989,0.011
TRUE,OH,100,510,385-8997,700,24,Female,student,18/07/2016,18/07/2018,no,no,0.06,0.019,0,278,76,176.7,74,219.5,126,8.3,4,47.26,15.02,9.88,2.24,74.4,0,0,0,0,0,0,0,0,0,0,0,0,0,-111,-95,0.884,0.116
FALSE,WY,113,510,352-6573,791,56,Male,Senior Professional,18/04/2016,18/04/2018,no,no,0.001,0.002,0,155,93,330.6,106,189.4,123,13.5,3,26.35,28.1,8.52,3.65,66.62,1,1,17,0,0,0,0,0,0,0,0,1,0,-73,-72,0.959,0.041
FALSE,MI,81,415,408-3384,567,62,Female,Retire,28/11/2016,28/11/2018,no,no,0.001,0,0,153.5,99,197.6,102,198.5,86,6.3,2,26.1,16.8,8.93,1.7,53.53,2,2,33,0,0,1,0,0,1,0,0,0,0,-86,-75,0.942,0.058
FALSE,AR,135,510,419-6033,945,21,Male,student,16/11/2015,15/11/2017,no,yes,0.017,0.002,27,273.4,141,154,99,245.8,112,12.3,6,46.48,13.09,11.06,3.32,73.95,1,1,10,0,0,0,0,0,0,1,0,0,0,-73,-62,0.936,0.064
FALSE,FL,99,408,336-2090,693,40,Female,Sr Managers,25/07/2016,25/07/2018,no,no,0.018,0.015,0,155.3,93,265.7,95,145.7,67,12.4,4,26.4,22.58,6.56,3.35,58.89,0,0,0,0,0,0,0,0,0,0,0,0,0,-79,-65,0.932,0.068
FALSE,AR,59,510,343-7242,413,48,Male,Middle Management,1/5/2017,1/5/2019,no,yes,0.018,0.001,29,133.1,114,221.2,82,131.6,103,6.8,3,22.63,18.8,5.92,1.84,49.19,1,1,10,0,0,0,0,0,0,0,0,0,1,-82,-68,0.951,0.049
FALSE,MO,135,510,376-1713,945,60,Female,Retire,16/11/2015,15/11/2017,no,no,0.006,0.014,0,246.8,129,187.8,121,154.5,109,12.6,5,41.96,15.96,6.95,3.4,68.27,1,1,14,0,0,0,0,0,0,0,0,1,0,-68,-60,0.997,0.003
FALSE,WI,85,408,381-5878,595,71,Male,Retire,31/10/2016,31/10/2018,yes,no,0.013,0.004,0,165.4,107,196,126,349.2,110,9.6,7,28.12,16.66,15.71,2.59,63.08,2,2,16,0,0,1,0,0,0,0,0,0,1,-91,-78,0.922,0.078
FALSE,TX,70,510,390-5470,490,33,Male,Sr Managers,13/02/2017,13/02/2019,no,no,0.014,0.007,0,59.5,103,257.2,106,208.3,86,11.1,6,10.12,21.86,9.37,3,44.35,0,0,0,0,0,0,0,0,0,0,0,0,0,-81,-66,0.95,0.05
FALSE,TX,88,510,414-4803,616,53,Male,Senior Professional,10/10/2016,10/10/2018,no,no,0.009,0.008,0,138.3,116,236,138,179.1,110,9.6,4,23.51,20.06,8.06,2.59,54.22,3,0,0,0,0,0,0,0,0,0,0,0,0,-84,-71,0.962,0.038
FALSE,NM,55,510,382-5478,385,60,Female,Retire,29/05/2017,29/05/2019,no,no,0.018,0.009,0,286.7,100,134.4,121,192.9,122,6.9,5,48.74,11.42,8.68,1.86,70.7,2,1,27,0,0,0,0,0,1,0,0,0,0,-79,-66,0.998,0.002
FALSE,GA,75,415,333-7637,525,74,Female,Retire,9/1/2017,9/1/2019,no,no,0.011,0,0,117.3,114,201.1,61,107.9,82,12.2,3,19.94,17.09,4.86,3.29,45.18,1,1,6,0,0,0,0,0,0,0,0,1,0,-79,-66,0.991,0.009
FALSE,ID,79,510,341-1647,553,27,Male,Retire,12/12/2016,12/12/2018,no,yes,0.012,0,21,264.3,79,202.8,118,173.4,92,6.3,3,44.93,17.24,7.8,1.7,71.67,4,2,50,0,0,0,0,1,1,0,0,0,0,-85,-70,0.939,0.061
FALSE,AL,85,408,411-4232,595,24,Male,Retire,31/10/2016,31/10/2018,no,no,0,0.015,0,127.9,107,271.2,124,202.2,76,12.5,5,21.74,23.05,9.1,3.38,57.27,0,0,0,0,0,0,0,0,0,0,0,0,0,-78,-67,0.995,0.005
FALSE,KS,86,408,339-2616,602,26,Female,Senior Professional,24/10/2016,24/10/2018,no,yes,0.015,0.002,23,225.5,107,246.3,105,245.7,81,9.8,2,38.34,20.94,11.06,2.65,72.99,0,0,0,0,0,0,0,0,0,0,0,0,0,-91,-75,0.934,0.066
FALSE,SD,91,510,327-3850,637,75,Male,Retire,19/09/2016,19/09/2018,no,no,0.014,0.01,0,149,115,245.3,105,260,94,8.3,3,25.33,20.85,11.7,2.24,60.12,0,0,0,0,0,0,0,0,0,0,0,0,0,-95,-82,0.923,0.077
FALSE,LA,149,415,328-7209,1043,23,Male,Senior Professional,10/8/2015,9/8/2017,no,yes,0.019,0.005,20,198.9,77,274,88,190.7,76,14.3,9,33.81,23.29,8.58,3.86,69.54,1,1,13,0,0,1,0,0,0,0,0,0,0,-68,-55,0.944,0.056
TRUE,OH,97,408,405-6189,679,60,Female,Retire,8/8/2016,8/8/2018,no,no,0.042,0.018,0,256.4,125,273.9,100,222.7,101,11.1,1,43.59,23.28,10.02,3,79.89,1,1,6,0,0,1,0,0,0,0,0,0,0,-103,-88,0.946,0.054
TRUE,MA,88,415,418-6737,616,26,Male,Senior Professional,10/10/2016,10/10/2018,no,no,0.065,0.016,0,264.8,124,245.4,112,160.5,115,14.8,2,45.02,20.86,7.22,4,77.1,1,1,19,0,0,0,0,1,0,0,0,0,0,-124,-112,0.818,0.182
FALSE,AZ,60,415,366-2212,420,18,Female,student,24/04/2017,24/04/2019,no,no,0.016,0.005,0,98.2,88,180.5,69,223.6,69,9.3,2,16.69,15.34,10.06,2.51,44.6,2,2,13,0,1,0,0,1,0,0,0,0,0,-82,-69,0.953,0.047
FALSE,KY,54,408,356-1420,378,50,Male,Middle Management,5/6/2017,5/6/2019,no,no,0.01,0.01,0,159.8,99,264,64,115.7,70,9.7,7,27.17,22.44,5.21,2.62,57.44,2,0,0,0,0,0,0,0,0,0,0,0,0,-80,-69,0.959,0.041
FALSE,DC,11,415,343-1323,77,73,Female,Retire,2/4/2018,1/4/2020,no,yes,0.015,0.015,28,190.6,86,220.1,122,180.3,80,6,3,32.4,18.71,8.11,1.62,60.84,3,1,11,0,0,0,0,0,1,0,0,0,0,-95,-81,0.978,0.022
FALSE,WA,109,415,361-8239,763,74,Female,Retire,16/05/2016,16/05/2018,no,no,0.007,0.016,0,184,120,120.4,119,153.7,86,11,3,31.28,10.23,6.92,2.97,51.4,0,0,0,0,0,0,0,0,0,0,0,0,0,-84,-69,0.988,0.012
FALSE,UT,90,415,384-1621,630,45,Female,Middle Management,26/09/2016,26/09/2018,no,no,0.014,0.01,0,261.8,128,220.6,104,136.6,91,9.6,5,44.51,18.75,6.15,2.59,72,1,1,13,0,0,0,0,0,1,0,0,0,0,-94,-81,0.947,0.053
FALSE,RI,115,408,360-3525,805,23,Male,Retire,4/4/2016,4/4/2018,no,no,0.012,0.011,0,147.9,109,228.4,117,299.7,90,9.6,9,25.14,19.41,13.49,2.59,60.63,3,0,0,0,0,0,0,0,0,0,0,0,0,-84,-64,0.977,0.023
FALSE,OH,144,415,392-3813,1008,25,Male,Retire,14/09/2015,13/09/2017,no,yes,0.014,0.007,18,106.4,109,108.1,113,208.4,111,10.1,5,18.09,9.19,9.38,2.73,39.39,1,1,5,0,0,0,0,0,0,0,1,0,0,-69,-54,0.992,0.008
FALSE,NV,91,408,337-6898,637,65,Female,Retire,19/09/2016,19/09/2018,no,no,0.008,0.014,0,133.7,75,195.3,87,280.5,89,5.9,2,22.73,16.6,12.62,1.59,53.54,0,0,0,0,0,0,0,0,0,0,0,0,0,-90,-69,0.945,0.055
FALSE,ND,105,415,366-8036,735,58,Female,Senior Professional,13/06/2016,13/06/2018,no,yes,0.011,0.003,23,193.5,85,220.2,90,272.4,111,8.5,5,32.9,18.72,12.26,2.3,66.18,0,0,0,0,0,0,0,0,0,0,0,0,0,-97,-89,0.97,0.03
TRUE,NV,71,415,352-8327,497,65,Female,Retire,6/2/2017,6/2/2019,yes,no,0.048,0.017,0,178.2,113,167.8,94,182.1,111,13.6,3,30.29,14.26,8.19,3.67,56.41,3,1,35,0,0,0,1,0,0,0,0,0,0,-113,-106,0.864,0.136
TRUE,FL,132,510,334-9505,924,40,Female,Sr Managers,7/12/2015,6/12/2017,no,yes,0.016,0.02,36,226.2,103,181.6,125,258.8,102,10.5,5,38.45,15.44,11.65,2.84,68.38,3,2,46,1,0,0,0,0,0,0,0,0,1,-102,-97,0.833,0.167
FALSE,MD,112,415,336-5702,784,37,Male,Senior Professional,25/04/2016,25/04/2018,no,no,0.01,0.009,0,170.4,103,200.2,71,258.3,100,11.6,4,28.97,17.02,11.62,3.13,60.74,1,1,18,0,0,0,0,0,0,1,0,0,0,-79,-58,0.983,0.017
FALSE,AZ,86,415,392-2381,602,59,Female,Senior Professional,24/10/2016,24/10/2018,no,yes,0.019,0.011,32,70.9,163,166.7,121,244.9,105,11.1,5,12.05,14.17,11.02,3,40.24,3,2,27,0,0,0,0,0,1,0,1,0,0,-75,-58,0.955,0.045
FALSE,AL,41,510,369-6880,287,42,Male,Sr Managers,4/9/2017,4/9/2019,no,yes,0.019,0.008,34,194.4,63,254.9,110,160.2,115,17.2,9,33.05,21.67,7.21,4.64,66.57,2,1,17,1,0,0,0,0,0,0,0,0,0,-75,-58,0.928,0.072
FALSE,NE,44,415,416-8697,308,60,Female,Retire,14/08/2017,14/08/2019,no,no,0.008,0.016,0,240.3,146,164.6,83,240.7,106,10.6,2,40.85,13.99,10.83,2.86,68.53,1,1,22,0,0,0,0,0,0,0,0,1,0,-75,-60,0.922,0.078
FALSE,NV,78,408,345-3451,546,51,Female,Middle Management,19/12/2016,19/12/2018,no,no,0.02,0.013,0,75,116,248.7,87,176,83,9.5,6,12.75,21.14,7.92,2.57,44.38,3,1,9,0,0,0,0,0,0,1,0,0,0,-75,-64,0.962,0.038
FALSE,IL,149,408,379-2514,1043,34,Male,Sr Managers,10/8/2015,9/8/2017,no,no,0.019,0.015,0,69.1,117,136.3,100,181.7,53,6.3,3,11.75,11.59,8.18,1.7,33.22,1,1,7,0,0,0,0,0,0,0,0,1,0,-67,-53,0.97,0.03
TRUE,WV,72,510,418-6651,504,19,Male,student,30/01/2017,30/01/2019,no,yes,0.038,0.021,33,96.6,59,315.4,98,163.3,117,6.2,4,16.42,26.81,7.35,1.67,52.25,4,3,76,0,0,1,0,0,1,0,0,0,1,-99,-86,0.948,0.052
FALSE,MI,139,415,421-3528,973,41,Female,Sr Managers,19/10/2015,18/10/2017,no,yes,0.009,0.016,20,214.6,101,235.1,132,162.8,132,14.8,12,36.48,19.98,7.33,4,67.79,0,0,0,0,0,0,0,0,0,0,0,0,0,-63,-49,0.938,0.062
FALSE,AR,74,510,329-9046,518,26,Male,Retire,16/01/2017,16/01/2019,no,no,0.001,0.003,0,148.5,111,146.5,42,289.2,83,9.9,6,25.25,12.45,13.01,2.67,53.38,3,0,0,0,0,0,0,0,0,0,0,0,0,-63,-49,0.944,0.056
FALSE,UT,50,510,406-3890,350,58,Female,Senior Professional,3/7/2017,3/7/2019,no,no,0.012,0.012,0,258.1,106,161.4,106,225.1,110,11.7,5,43.88,13.72,10.13,3.16,70.89,1,1,6,0,0,0,0,0,0,0,0,1,0,-66,-60,0.997,0.003
FALSE,GA,141,510,403-8904,987,36,Male,student,5/10/2015,4/10/2017,no,yes,0.013,0.011,23,149.7,112,162.5,118,220.3,115,7.6,2,25.45,13.81,9.91,2.05,51.22,3,2,33,0,0,0,0,0,1,1,0,0,0,-85,-71,0.999,0.001
FALSE,AZ,140,408,393-4086,980,69,Male,Retire,12/10/2015,11/10/2017,no,no,0.014,0.002,0,149.8,134,164.4,98,294.7,124,8.1,2,25.47,13.97,13.26,2.19,54.89,1,1,6,0,0,0,1,0,0,0,0,0,0,-79,-70,0.924,0.076
